story_prompt,total_seconds,clap_score,audio_richness_spectral_flatness,audio_richness_spectral_entropy,noise_floor_db,audio_onsets,cinematic_dynamic_range_db,cinematic_crest_factor,cinematic_spectral_flatness,cinematic_spectral_entropy,cinematic_spectral_centroid_hz,spectral_kl_divergence,fad_score,audio_wav_path,audio_export_error,error
"In a claustrophobic, dimly lit urban alleyway, a rugged operative fiercely battles masked assailants in brutal hand-to-hand combat and gunfire, before frantically dragging a young civilian through the chaotic streets and up a flight of stairs to an open-air escape.",60.394368559354916,0.19917242228984833,0.0004193841,4.8574333,-33.987305,29,77.96849587498114,6.7620357771796336,0.0004193841014057398,4.857433319091797,2305.8485683258327,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/audioldm_audios/prompt_6be5f1de4d.wav,,
"Amidst scenes of meticulous scientific assembly in both sterile labs and desolate desert outposts, a profound and escalating tension builds as brilliant minds confront the monumental, world-altering implications of their creation.",60.37083923188038,0.3499830365180969,1.3688678e-05,2.3071938,-33.91631,1,74.99724009714755,3.9700738861562,1.3688678336620796e-05,2.3071937561035156,647.8900780259669,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/audioldm_audios/prompt_ef0404baa7.wav,,
"An astronaut frantically grapples with failing equipment in the dark abyss of space, punctuated by a catastrophic explosion, before the scene transitions to a corporate logo and then back to the desperate astronaut spinning uncontrollably against the Earth, pleading for help amidst escalating chaos and radio silence.",58.2526559305843,0.4506315290927887,7.376662e-05,4.4451327,-32.79578,1,74.67676711647943,5.477961641916107,7.376661960734054e-05,4.445132732391357,1526.8921281663777,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/audioldm_audios/prompt_1d4dec4a9b.wav,,
"Bruce Wayne and Alfred discuss the concept of subtlety within their urban environment, humorously juxtaposed with the powerful roar of a high-performance Lamborghini, before the scene dramatically cuts to a climactic title card reveal.",58.27749319351278,0.47215521335601807,1.8744598e-05,3.968197,-35.57197,30,78.30202050733908,3.1651303621261455,1.874459849204868e-05,3.9681971073150635,894.030666510688,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/audioldm_audios/prompt_013da81d0e.wav,,
"A chilling montage reveals a descent into a brutal world where a stoic killer targets the innocent, while others arm themselves for a desperate, violent confrontation with an inevitable, sinister force.",58.25944813224487,0.18335773050785065,2.9060413e-05,3.5675142,-32.597683,5,75.1617210815612,6.890839420920322,2.9060412998660468e-05,3.567514181137085,942.5815021144867,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/audioldm_audios/prompt_226cd7abdd.wav,,
"The clip rapidly stitches together unsettling scenes of tense pursuit, fleeting confrontations, and sudden, brutal violence across desolate landscapes and dimly lit interiors, hinting at a relentless and dangerous cat-and-mouse game.",58.27203700947575,0.43694886565208435,3.2567423e-05,3.8547845,-33.5831,8,77.52191449377332,5.722424123450094,3.2567422749707475e-05,3.8547844886779785,1092.158597898454,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/audioldm_audios/prompt_6fdc705994.wav,,
"The scene transitions from the worried faces of Llewelyn and Carla Jean Moss, followed by the chilling presence of Anton Chigurh, to the impactful reveal of the movie title, encapsulating a mood of grim foreboding.",58.823953475570306,0.4167459011077881,3.399548e-05,2.646923,-12.651417,2,32.30420133234432,7.211319369372345,3.3995478588622063e-05,2.646923065185547,993.7837391583648,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/audioldm_audios/prompt_f99b0d1c5c.wav,,
"The final moments of the trailer reveal the film's stark title and essential creative credits against a dark, bokeh-lit backdrop, culminating in a series of production company logos, signifying a contemplative conclusion.",58.85967511846684,0.5814402103424072,5.2917567e-05,2.699926,-33.190693,4,73.53591246683791,8.71756225421877,5.2917566790711135e-05,2.6999258995056152,949.6063073351783,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/audioldm_audios/prompt_09c8867f9e.wav,,
"A quiet suburban night is shattered by the aftermath of a home invasion, revealing a seemingly ordinary man's unsettling calm amidst police inquiries and family distress, hinting at a suppressed, dangerous nature.",58.80339081468992,0.28776100277900696,0.00020761321,3.072332,-30.716438,6,69.59202591695232,12.676943240406793,0.0002076132077490911,3.0723319053649902,1756.0779017932448,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/audioldm_audios/prompt_2adb0f7f3c.wav,,
"Amidst a crumbling future where humanity immerses itself in the vibrant virtual realm of the OASIS, a high-stakes hunt for dominance ignites, forcing characters to confront the perilous fusion of digital escapism and tangible consequences.",58.82109301327728,0.27714407444000244,4.1850042e-05,4.121761,-34.03507,4,77.55931565236216,4.996594069823015,4.18500421801582e-05,4.121760845184326,1374.8038950770872,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/audioldm_audios/prompt_8e663ae4c7.wav,,
"Within the grim confines of a prison yard and mess hall, an inmate's quiet contemplation of the sky and the natural world beyond inspires a fellow prisoner to articulate the enduring power of hope against formidable walls, a sentiment one wise elder acknowledges with a cautionary warning.",58.25936421332881,0.471049964427948,1.5674097e-05,2.1020458,-32.93498,2,72.46415314694629,4.001225994190865,1.5674097085138783e-05,2.102045774459839,669.301394962999,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/audioldm_audios/prompt_340ade1faa.wav,,
"A whirlwind montage of lavish excess, power-flaunting, and hints of impending legal scrutiny, showcasing a charismatic financial mogul surrounded by money, beautiful women, and luxurious settings, culminating in a confrontational yacht encounter with federal agents.",58.1118898591958,0.28565967082977295,1.1409404e-05,2.4798613,-11.779819,58,31.937035665173532,5.11884057012668,1.140940366894938e-05,2.479861259460449,501.24280565629175,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/audioldm_audios/prompt_2246375d98.wav,,
"A whirlwind montage of chaotic opulence, arrests, and extravagant revelry quickly transitions to a serene high-rise restaurant where a quirky mentor introduces a rhythmic, self-affirming ritual to a wide-eyed prot��g�� against the backdrop of a bustling city.",58.136630796361715,0.3133186101913452,9.120859e-05,4.353276,-31.597393,18,73.60175894610111,6.482067451941002,9.120858885580674e-05,4.353275775909424,1603.7410571594098,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/audioldm_audios/prompt_f66fcf737b.wav,,
"In a suburban park, a well-meaning but awkward father figure comically struggles to play football and connect with his stepson, while a supportive woman and a surprisingly athletic man later observe the budding friendship between the boys with smiles of approval.",58.13676150655374,0.2138282060623169,2.9780567e-05,4.075346,-31.641256,12,74.06674528313442,11.573788951899434,2.9780567274428904e-05,4.075345993041992,1019.1895009473362,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/audioldm_audios/prompt_0708381598.wav,,
"Two frantic men attempt a chaotic escape from relentless pursuers in a parking lot, culminating in an absurdly intense car chase on the highway, suddenly soundtracked by an unexpected pop anthem.",57.23182687652297,0.41439110040664673,0.000111277586,3.8692932,-31.761902,20,73.81779718024293,10.003685506803185,0.00011127758625661954,3.869293212890625,1530.8297953410242,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/audioldm_audios/prompt_92f8575006.wav,,
"An armored, monstrous creature grunts and struggles to pull itself through a dense, muddy forest floor, punctuated by on-screen text, before a dramatic transition to the iconic studio logo and a final ominous silhouette of a warrior.",57.123790132114664,0.47013187408447266,9.398651e-05,3.2604618,-35.1513,4,77.66931053955703,3.901801818965129,9.39865130931139e-05,3.2604618072509766,1528.3487134053958,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/audioldm_audios/prompt_0e977ec748.wav,,
"Amidst a rapid-fire montage of high-stakes combat, mysterious alien creatures, and colossal monsters unleash chaotic destruction across dark industrial settings and otherworldly forests, hinting at an epic, genre-bending war for survival.",57.12265621707775,0.5407654643058777,4.5990895e-05,3.4658833,-5.7177567,51,20.074252975499967,4.238146553691747,4.599089515977539e-05,3.465883255004883,1106.6799304092058,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/audioldm_audios/prompt_e4d72b29ae.wav,,
"A man's hopeful quip in a desolate landscape quickly escalates into a frantic montage of fiery explosions and intense gunfire featuring a fierce woman, before plunging into ominous darkness where a monstrous, reptilian creature reveals its terrifying presence to a petrified observer.",57.11445068498142,0.39983969926834106,0.00040374714,4.7986813,-20.835997,13,51.539465795773474,5.988831732314778,0.000403747137170285,4.798681259155273,1794.4193028965399,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/audioldm_audios/prompt_3b3e124aa5.wav,,
"A blue-skinned indigenous family battles futuristic human forces in a series of breathtaking aerial and ground skirmishes involving explosive weaponry and desperate escapes, highlighting their fierce resilience and familial bonds amidst chaos.",57.205409351037815,0.28537049889564514,4.3364547e-05,2.9896019,-31.554596,3,75.61055607844578,7.6833775541646725,4.3364547309465706e-05,2.9896018505096436,1358.038055995473,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/audioldm_audios/prompt_386cc5ccc8.wav,,
"This clip presents a dynamic montage of breathtaking alien landscapes and intense confrontations, featuring Na'vi warriors forming profound bonds with majestic creatures while fiercely battling against overwhelming enemy forces in both aerial dogfights and colossal aquatic skirmishes.",57.07924076565541,0.30460864305496216,3.4369634e-05,3.3348832,-6.1134667,52,22.463204269464732,4.33958245283696,3.4369633794995025e-05,3.334883213043213,778.5913643620894,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/audioldm_audios/prompt_ef660c64d1.wav,,
"A young girl transitions from an innocent conversation about monsters and money with an older man and a chicken in a dimly lit, cozy home to a chaotic, explosive urban battlefield where she confronts real monsters amidst fireworks and destruction.",57.06411879812367,0.25253942608833313,0.00055669626,3.4699657,-16.024061,36,41.198854653637426,8.75646691716181,0.000556696264538914,3.469965696334839,2235.304225792779,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/audioldm_audios/prompt_49449c78f6.wav,,
"The clip rapidly transitions from intense night-time urban chaos and a distressed hospital scene to a desert car chase culminating in massive explosions and a frantic escape through a tunnel, before abruptly shifting to a serene rural landscape with calm conversation, setting a jarring contrast between high-stakes action and peaceful contemplation.",57.094570599729195,0.35618123412132263,1.6182394e-05,3.1030107,-8.083744,14,25.41273556300076,4.905090878266921,1.6182393665076233e-05,3.103010654449463,804.894399049734,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/audioldm_audios/prompt_81cc68b142.wav,,
"A terrified woman's desperate flight from an unseen threat culminates in a horrific car collision on a desolate road, abruptly shifting to serene domestic scenes where mundane conversations about a troublesome tree hide a growing unease, underscored by glimpses of predatory wildlife in the night.",58.39521153923124,0.35404103994369507,0.00021674055,4.4163737,-32.23416,7,75.25609783036907,16.955652528118346,0.00021674054733011872,4.4163737297058105,1892.8882856193002,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/audioldm_audios/prompt_14f2d403b0.wav,,
"Humans are relentlessly pursued and terrorized by ferocious, unseen forces and monstrous creatures in a series of dark, chaotic, and fiery encounters, fighting desperately for survival against overwhelming odds.",58.29163413029164,0.31006160378456116,3.5159042e-05,3.5680697,-20.193367,12,49.85282070102339,5.929470254002306,3.515904245432466e-05,3.5680696964263916,1280.839739801862,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/audioldm_audios/prompt_2c6a1826b4.wav,,
"A young woman in a dense, sun-dappled forest experiences growing terror as mysterious events unfold, interspersed with scenes of an older woman sharing unsettling stories indoors, culminating in the young woman's horrified realization of a monstrous presence.",58.29229392763227,0.28531134128570557,8.441532e-05,2.7423248,-32.422306,1,72.08544019677144,5.823931502795952,8.441531826974824e-05,2.7423248291015625,1375.3310609614764,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/audioldm_audios/prompt_90a25624ff.wav,,
"A seemingly idyllic suburban life quickly unravels into a supernatural horror, as a woman's transformation and an ominous prophecy lead her to a dark, unsettling forest.",58.27811673749238,0.31782835721969604,0.00014718914,2.370163,-22.917252,30,52.91771280424106,5.40307841469283,0.00014718914462719113,2.3701629638671875,1187.2836360780893,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/audioldm_audios/prompt_9d0d3b60e4.wav,,
"As an ancient ritual inadvertently unleashes terrifying demonic forces upon a modern city, desperate citizens and heroes alike must confront overwhelming destruction and grotesque horrors, culminating in a poignant moment of familial fear amidst the chaos.",58.178170677895345,0.3907029330730438,5.389011e-05,4.208052,-31.797417,1,73.39270899412067,5.662698826643447,5.389011130318977e-05,4.208052158355713,1371.8505457331478,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/audioldm_audios/prompt_481180dad2.wav,,
"A quirky counselor interjects into a couple's seemingly troubled relationship, navigating their skepticism with a confident, slightly enigmatic demeanor across various domestic and public settings.",58.18180988139162,0.3745533525943756,4.2012693e-05,4.098245,-31.582226,24,71.2658560392392,9.446890611935553,4.201269257464446e-05,4.098245143890381,1023.3432318227284,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/audioldm_audios/prompt_296e2f142f.wav,,
"The scene abruptly shifts from a dimly lit, intense discussion between two men about writing a serial killer's story, punctuated by stark textual reveals and unsettling sound effects, to sun-drenched, idyllic moments of a loving couple joyfully embracing while moving into a charming, tree-lined suburban home, underscored by melancholic music and the nostalgic sound of a record player, hinting at a sharp dichotomy between dark narrative creation and a serene domestic life.",58.15122326246152,-0.036297984421253204,0.0010222299,4.625949,-28.756287,30,72.60411813749748,36.857604387195664,0.00102222990244627,4.625948905944824,2103.0591072360457,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/audioldm_audios/prompt_40cb71fb66.wav,,
