story_prompt,total_seconds,clap_score,audio_richness_spectral_flatness,audio_richness_spectral_entropy,noise_floor_db,audio_onsets,cinematic_dynamic_range_db,cinematic_crest_factor,cinematic_spectral_flatness,cinematic_spectral_entropy,cinematic_spectral_centroid_hz,spectral_kl_divergence,fad_score,audio_wav_path,audio_export_error,error
"A whirlwind montage of lavish excess, power-flaunting, and hints of impending legal scrutiny, showcasing a charismatic financial mogul surrounded by money, beautiful women, and luxurious settings, culminating in a confrontational yacht encounter with federal agents.",49.4701014359016,0.25768670439720154,0.00026529655,5.798196,-1.563846,65,9.253871620022782,2.0413772041598945,0.0002652965486049652,5.798195838928223,2964.11185544701,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/tango2_audios/prompt_2246375d98.wav,,
"A whirlwind montage of chaotic opulence, arrests, and extravagant revelry quickly transitions to a serene high-rise restaurant where a quirky mentor introduces a rhythmic, self-affirming ritual to a wide-eyed prot��g�� against the backdrop of a bustling city.",49.46542095509358,0.37535345554351807,0.00035503556,5.5184345,-1.553959,56,9.107029183805082,2.0056937513679056,0.000355035561369732,5.518434524536133,2438.0606372235516,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/tango2_audios/prompt_f66fcf737b.wav,,
"In a suburban park, a well-meaning but awkward father figure comically struggles to play football and connect with his stepson, while a supportive woman and a surprisingly athletic man later observe the budding friendship between the boys with smiles of approval.",49.467196012148634,0.09783853590488434,0.00022046296,5.858787,-1.5128298,78,9.72042767924987,2.181393896600023,0.0002204629563493654,5.8587870597839355,2794.776835196336,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/tango2_audios/prompt_0708381598.wav,,
"Two frantic men attempt a chaotic escape from relentless pursuers in a parking lot, culminating in an absurdly intense car chase on the highway, suddenly soundtracked by an unexpected pop anthem.",49.69926240458153,0.380093514919281,0.00019918403,5.3796606,-1.513995,63,8.697009973404883,1.925728208338473,0.00019918402540497482,5.379660606384277,2371.481561030722,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/tango2_audios/prompt_92f8575006.wav,,
"An armored, monstrous creature grunts and struggles to pull itself through a dense, muddy forest floor, punctuated by on-screen text, before a dramatic transition to the iconic studio logo and a final ominous silhouette of a warrior.",49.692013170337304,0.27013760805130005,0.00047546986,6.1395016,-1.5410485,55,9.530476565416116,2.1154669644099955,0.00047546986024826765,6.139501571655273,3395.6487054870277,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/tango2_audios/prompt_0e977ec748.wav,,
"Amidst a rapid-fire montage of high-stakes combat, mysterious alien creatures, and colossal monsters unleash chaotic destruction across dark industrial settings and otherworldly forests, hinting at an epic, genre-bending war for survival.",49.693632028764114,0.2608306109905243,0.00027340997,5.441991,-1.537463,61,9.56183642007609,2.127937987504726,0.00027340996894054115,5.441990852355957,2724.898535860929,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/tango2_audios/prompt_e4d72b29ae.wav,,
"A man's hopeful quip in a desolate landscape quickly escalates into a frantic montage of fiery explosions and intense gunfire featuring a fierce woman, before plunging into ominous darkness where a monstrous, reptilian creature reveals its terrifying presence to a petrified observer.",49.69262123736553,0.4802762269973755,0.00031608998,5.4958434,-1.5652181,80,9.746791443720396,2.160627345431338,0.00031608997960574925,5.495843410491943,2794.712136044529,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/tango2_audios/prompt_3b3e124aa5.wav,,
"A blue-skinned indigenous family battles futuristic human forces in a series of breathtaking aerial and ground skirmishes involving explosive weaponry and desperate escapes, highlighting their fierce resilience and familial bonds amidst chaos.",49.277187650091946,0.2577091157436371,0.00035532672,5.960525,-1.5283537,56,9.395124962900056,2.093790348896901,0.0003553267160896212,5.960525035858154,2919.608797249516,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/tango2_audios/prompt_386cc5ccc8.wav,,
"This clip presents a dynamic montage of breathtaking alien landscapes and intense confrontations, featuring Na'vi warriors forming profound bonds with majestic creatures while fiercely battling against overwhelming enemy forces in both aerial dogfights and colossal aquatic skirmishes.",49.169744559563696,0.35094666481018066,0.00025605023,5.3783712,-1.5392635,81,8.249099080152769,1.822072062704832,0.00025605023256503046,5.378371238708496,2392.64300168373,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/tango2_audios/prompt_ef660c64d1.wav,,
"A young girl transitions from an innocent conversation about monsters and money with an older man and a chicken in a dimly lit, cozy home to a chaotic, explosive urban battlefield where she confronts real monsters amidst fireworks and destruction.",49.1899579167366,0.30475929379463196,0.00015924382,6.0264535,-1.4876477,13,9.004605044266702,2.020256706168847,0.00015924382023513317,6.026453495025635,2874.087701601668,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/tango2_audios/prompt_49449c78f6.wav,,
"The clip rapidly transitions from intense night-time urban chaos and a distressed hospital scene to a desert car chase culminating in massive explosions and a frantic escape through a tunnel, before abruptly shifting to a serene rural landscape with calm conversation, setting a jarring contrast between high-stakes action and peaceful contemplation.",49.186886282637715,0.29719701409339905,0.00028009943,5.781884,-1.5520464,62,9.109252226830376,2.011176726004569,0.0002800994261633605,5.78188419342041,2593.464762541039,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/tango2_audios/prompt_81cc68b142.wav,,
"A terrified woman's desperate flight from an unseen threat culminates in a horrific car collision on a desolate road, abruptly shifting to serene domestic scenes where mundane conversations about a troublesome tree hide a growing unease, underscored by glimpses of predatory wildlife in the night.",48.294989897403866,0.35591691732406616,0.00020508966,5.6720915,-1.5080343,72,9.017236571803586,2.0061755480183097,0.0002050896582659334,5.672091484069824,2482.210261262518,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/tango2_audios/prompt_14f2d403b0.wav,,
"Humans are relentlessly pursued and terrorized by ferocious, unseen forces and monstrous creatures in a series of dark, chaotic, and fiery encounters, fighting desperately for survival against overwhelming odds.",48.28835124569014,0.2924211323261261,0.00016956663,4.89927,-1.517939,64,8.833163780823615,1.957405161558727,0.0001695666287560016,4.899270057678223,2286.4628073003178,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/tango2_audios/prompt_2c6a1826b4.wav,,
"A young woman in a dense, sun-dappled forest experiences growing terror as mysterious events unfold, interspersed with scenes of an older woman sharing unsettling stories indoors, culminating in the young woman's horrified realization of a monstrous presence.",48.29069407051429,0.33320361375808716,0.00036150776,5.943097,-1.628356,63,10.279167947323991,2.272556209550928,0.00036150775849819183,5.943097114562988,2786.6844817435267,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/tango2_audios/prompt_90a25624ff.wav,,
"A seemingly idyllic suburban life quickly unravels into a supernatural horror, as a woman's transformation and an ominous prophecy lead her to a dark, unsettling forest.",48.28906114352867,0.1719762533903122,0.00026264056,5.5051637,-1.5320421,73,9.039155416346961,2.002748697664186,0.00026264056214131415,5.505163669586182,2579.0550339647593,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/tango2_audios/prompt_9d0d3b60e4.wav,,
"As an ancient ritual inadvertently unleashes terrifying demonic forces upon a modern city, desperate citizens and heroes alike must confront overwhelming destruction and grotesque horrors, culminating in a poignant moment of familial fear amidst the chaos.",47.518164396596454,0.32903724908828735,0.00031979868,5.892411,-1.5880193,47,9.083143179754504,1.9890896980021655,0.0003197986807208508,5.892411231994629,2850.320709956093,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/tango2_audios/prompt_481180dad2.wav,,
"A quirky counselor interjects into a couple's seemingly troubled relationship, navigating their skepticism with a confident, slightly enigmatic demeanor across various domestic and public settings.",47.509965309252344,0.0729377493262291,0.00035326937,6.0615377,-1.5864046,61,9.747937933427192,2.153753845585874,0.0003532693663146347,6.061537742614746,2890.812114216665,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/tango2_audios/prompt_296e2f142f.wav,,
"The scene abruptly shifts from a dimly lit, intense discussion between two men about writing a serial killer's story, punctuated by stark textual reveals and unsettling sound effects, to sun-drenched, idyllic moments of a loving couple joyfully embracing while moving into a charming, tree-lined suburban home, underscored by melancholic music and the nostalgic sound of a record player, hinting at a sharp dichotomy between dark narrative creation and a serene domestic life.",47.51114687540879,0.09943737834692001,0.0003437426,5.512183,-1.5460697,68,9.28546919722823,2.0528684340103673,0.00034374260576441884,5.51218318939209,2606.303791932405,,,/home/bt2/22CS10004/cinemaudio-studio/backend/Evaluation/Results/infernce_results/tango2_audios/prompt_40cb71fb66.wav,,
